id_vehiculo;codigbus;matricul;fechamat;matriculacion_planner;edad;numempre;nomempre;bastidor;capacidad;paxdepie;paxsentados;paxpmr;plat_pmr;WC;autoport;marca;modelo;carrocero;categoria;clase;longitud;numcv;tara;cilindrada;potencia;nvl_emisiones;escolar;tipo;subtipo;uso;tall_kilom;tal_feckm;totkilom;activo;dns_vehiculo;dispositivo;combustible
383;ACV0006;0195GNY;2015-07-31;2015-07-31;7;69;Cinco Villas;KL1SF08DJ9W059807;5;;5;;;;;CHEVROLET;AVEO;SIN ASIGNAR;;;;;;;;;;TURISMO;;;;2022-04-19 00:00:00;2211410;1;therpasa;;
384;ACV0101;0638CVY;2004-05-12;2004-05-12;18;69;Cinco Villas;WEB63420011000272;55;0;55;0;;;No;MERCEDES BENZ;Pb;IRIZAR;;II;12.20;;12631;11967;310;;Si;Discrecional;Normal;;;2022-05-18 00:00:00;2551012;1;therpasa;480 top;
385;ACV0102;8953DGZ;2005-03-03;2005-03-03;17;69;Cinco Villas;WEB63420011000555;55;0;55;0;;;No;MERCEDES BENZ;Pb;IRIZAR;;II;12.92;;13823;11967;310;;Si;;Normal;;;2022-05-10 00:00:00;2765882;1;therpasa;480 top;
386;ACV0103;5343DXP;2006-03-24;2006-03-24;16;69;Cinco Villas;WEB63420011001156;55;0;55;0;;;No;MERCEDES BENZ;Pb;IRIZAR;;II;12.92;;13823;11967;310;;Si;;Normal;;;2022-02-02 00:00:00;2642234;1;therpasa;480 top;
387;ACV0104;3327FFZ;2006-09-27;2006-09-27;16;69;Cinco Villas;WV1ZZZ2DZ6H025398;22;0;22;0;;;;VOLKSWAGEN;TATTOO;INTEGRALIA;;B;7.09;;2900;2799;116;;Si;;Microbus;;;2022-04-22 00:00:00;2751035;1;therpasa;480 top;
388;ACV0105;5390GZJ;2010-11-03;2010-11-03;12;69;Cinco Villas;WEB63440011001005;61;0;61;0;;;No;MERCEDES BENZ;CENTURY;IRIZAR;;III;12.85;;13922;11967;315;EURO V;Si;;Normal;;;2022-05-10 00:00:00;2919701;1;therpasa;480 top;
389;ACV0106;3440JTC;2016-10-05;2016-10-05;6;69;Cinco Villas;WMARR4ZZ1GC021568;62;0;59;3;No;;Si;MAN;i6 15.37;IRIZAR;M3;III;14.98;;17121;12419;353;EURO VI;Si;Discrecional;Normal;;;2022-03-22 00:00:00;2007879;1;therpasa;560;
390;ACV0109;3518JJK;2015-10-08;2015-10-08;7;69;Cinco Villas;WF03XXTTG3FS28210;8;;8;;;;;FORD;TOURNEO CUSTOM;;;;;;;;;;;FURGONETA;;;;2021-04-20 00:00:00;2077903;1;therpasa;480 top;
391;ACV0204;9207DPN;2005-09-09;2005-09-09;17;69;Cinco Villas;ZGA7B2S100E000006;55;0;55;0;;;No;IVECO;SIDERAL;SUSUNDEGUI;;III;12.98;;13161;10308;316;;Si;Discrecional;Normal;;;2022-02-22 00:00:00;2229580;1;therpasa;480 top;
392;ACV0205;3787DSL;2005-11-15;2005-11-15;17;69;Cinco Villas;AR501150078;44;0;44;0;;;No;IVECO;Pb;IRIZAR;;III;12.92;;13;10308;316;;Si;Discrecional;Normal;;;2022-04-21 00:00:00;2992490;1;therpasa;;
393;ACV0220;0718FKP;2007-01-22;2007-01-22;15;69;Cinco Villas;YV3R8G1277A118125;55;0;55;0;;;No;VOLVO;DIVO II;TATA HISPANO;;II;12.80;;13605;12130;309;;Si;Discrecional;Normal;;;2022-03-16 00:00:00;124173000;1;therpasa;480 top;
394;ACV0271;7168GTB;2010-01-28;2016-10-27;6;69;Cinco Villas;WMAR37ZZ68C011672;71;0;71;0;Si;;No;MAN;TOURING III;NOGE;;III;15.00;;16315;12416;353;;Si;Discrecional;Normal;;;2022-04-25 00:00:00;2856555;1;therpasa;480 top;
395;ACV0315;0406KPN;2018-09-26;2018-09-27;4;69;Cinco Villas;WMAR10ZZ3JT029064;59;0;59;0;;;Si;MAN;LION'S COACH C;MAN;M3;III;13.09;;13874;12419;309;EURO VI C;Si;Discrecional;Normal;;;2022-04-04 00:00:00;11878;1;therpasa;560;
396;ACV0317;9263KTX;2019-02-27;2019-02-27;3;69;Cinco Villas;VS916AD00J1016232;55;0;55;0;;;Si;DAF;i6 13.37;IRIZAR;M3;III;12.92;;13586;10837;320;EURO VI C;Si;Discrecional;Normal;USO GENERAL;;2022-04-28 00:00:00;260599;1;therpasa;;
397;ACV0319;2541KVT;2019-03-28;2019-03-28;3;69;Cinco Villas;WF0HXXTTGHHA30844;16;0;16;0;;;No;FORD;TRANSIT;INDUSAUTO;M2;B;6.70;;3280;2198;114;EURO VI A;Si;Discrecional;Microbus;USO GENERAL;;2022-02-16 00:00:00;57806;1;therpasa;560;
398;AGL0;A.AGUILAR;;;;70;J. Aguilar;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;therpasa;;
399;ALS0202;6409DCR;2004-11-16;2004-11-16;18;68;La Serrana;ZCFC50A0005485920;22;0;22;0;;;No;IVECO;TATTOO;INTEGRALIA;;B;7.32;;3510;2800;107;;Si;;Microbus;;;2022-04-22 00:00:00;2659302;1;therpasa;480 top;Diésel
400;ALS0207;0212DXV;2006-03-29;2006-03-29;16;68;La Serrana;ZGA7B2S100E002268;55;0;55;0;;;No;IVECO;DIVO;TATA HISPANO;;II;12.80;;13873;10308;316;;Si;;Normal;;;2021-09-10 00:00:00;102169080;1;therpasa;480 top;Diésel
401;ALS0219;0748FKP;2007-01-22;2007-01-22;15;68;La Serrana;YV3R8G1297A117610;55;0;55;0;;;No;VOLVO;DIVO II;TATA HISPANO;;II;12.80;;13805;12130;309;;Si;Discrecional;Normal;;;2022-04-28 00:00:00;2981489;1;therpasa;480 top;Diésel
402;ALS0243;3219HBJ;2011-01-13;2011-01-13;11;68;La Serrana;XMGDE40MS0H019303;53;0;53;0;Si;;No;DAF;XERUS;TATA HISPANO;;III;12.98;;14282;12902;340;;Si;Discrecional;Normal;;;2022-03-01 00:00:00;2698118;1;therpasa;480 top;Diésel
403;ALS0255;7340FGG;2006-10-03;2006-10-03;16;68;La Serrana;WMAR33ZZ06C006652;55;0;55;0;;;No;MAN;AURA;BEULAS;;III;12.00;;13650;11967;301;;Si;Discrecional;Normal;;;2022-04-25 00:00:00;3034700;1;therpasa;480 top;Diésel
404;ALS0260;5858HWH;2014-03-25;2014-03-25;8;68;La Serrana;YV3T2T129EA166156;55;0;55;0;;;No;VOLVO;i6 13.35;IRIZAR;M3;III;12.92;;13764;10837;338;EURO V;Si;Discrecional;Normal;;;2022-04-20 00:00:00;2476221;1;therpasa;560;Diésel
405;ALS0266;6272JJB;2015-09-23;2015-09-23;7;68;La Serrana;YV3T2U826GA174018;59;0;59;0;;;No;VOLVO;i6 13.35;IRIZAR;M3;III;12.92;;13708;10837;345;EURO VI B;Si;Discrecional;Normal;;;2022-04-21 00:00:00;2289742;1;therpasa;560;Diésel
406;ALS0267;6103JJB;2015-09-23;2015-09-23;7;68;La Serrana;YV3T2U828GA174019;71;0;71;0;;;No;VOLVO;i6 15.37;IRIZAR;M3;III;14.98;;16455;10837;345;EURO VI B;Si;Discrecional;Normal;;;2022-05-11 00:00:00;2276276;1;therpasa;560;Diésel
407;ALS0268;6417JJB;2015-09-23;2015-09-23;7;68;La Serrana;LA6R1DSK6FB401842;35;0;35;0;;;Si;CUMMINS;XMQ 6900;KING LONG;M3;III;9.00;;10225;6700;226;EURO VI;Si;Discrecional;Midibus;;;2022-04-25 00:00:00;2294137;1;therpasa;480 top;Diésel
408;ALS0270;5070JTC;2016-10-06;2016-10-06;6;68;La Serrana;WMARR2ZZ3GC022144;59;0;59;0;No;;No;MAN;i6 13.37;IRIZAR;M3;III;12.92;;14112;12419;324;EURO VI;Si;Discrecional;Normal;;;2022-04-27 00:00:00;2192291;1;therpasa;560;Diésel
409;ALS0275;7935KDL;2017-10-04;2017-10-04;5;68;La Serrana;WMAR13ZZ3HT026757;59;0;59;0;Si;;Si;MAN;LIONS'S REGIO L;MAN;M3;II;13.90;;14205;10518;235;EURO VI C;Si;Interurbano;Normal;;;2022-05-16 00:00:00;2105339;1;therpasa;560;Diésel
410;ALS0276;8030KDL;2017-10-05;2017-10-04;5;68;La Serrana;WMAR13ZZ7HT026762;59;0;59;0;Si;;Si;MAN;LIONS'S REGIO L;MAN;M3;II;13.90;;14205;10518;235;EURO VI C;Si;Interurbano;Normal;;;2022-04-05 00:00:00;2106909;1;therpasa;560;Diésel
411;ALS0278;7626HZC;2014-09-05;2014-09-05;8;68;La Serrana;LA6R1HSM8CB201596;51;0;51;0;Si;;Si;CUMMINS;XMQ 6120C;KING LONG;M3;II;12.20;;12585;8849;250;EURO V;Si;Discrecional;Normal;;;2021-08-13 00:00:00;2217232;1;therpasa;480 top;Diésel
412;ALS0314;6099KPM;2018-09-26;2018-09-26;4;68;La Serrana;WMAR10ZZ8JT029125;59;0;59;0;;;Si;MAN;LION'S COACH C;MAN;M3;III;13.09;;13785;12419;309;EURO VI C;Si;Discrecional;Normal;;;2022-03-24 00:00:00;2013385;1;therpasa;560;Diésel
413;BMW;5290BKY;2001-06-28;2001-06-28;21;67;Therpasa;WBADL81010GX52249;5;;5;;;;;BMW;SERIE 5 530D;;;;;;;;;;;TURISMO;2;;;2021-09-02 00:00:00;2404237;1;therpasa;;
414;C2;6583FDL;2006-07-28;2006-07-28;16;67;Therpasa;VF7JM8MZC97411021;4;;4;;;;;CINTROEN;C2 HDI70 SEN.VTR;;;;;;;;;;;TURISMO;2;;;2021-11-15 00:00:00;2165028;1;therpasa;;
415;ESC0288;1950DJL;2005-04-15;2005-04-15;17;57;Escartin;WV1ZZZ2DZ5H014154;19;0;19;0;;;Si;VOLKSWAGEN;46AUM2;VOLKSWAGEN;;B;7.09;;2996;2799;116;;Si;Discrecional;Microbus;;;2022-03-25 00:00:00;1704691;1;therpasa;;Diésel
416;ESC0289;4529FWR;2007-10-22;2007-10-22;15;57;Escartin;WMAR33ZZ17C009268;55;0;55;0;ZARAG;;No;MAN;SIDERAL;SUSUNDEGUI;;III;12.20;;13335;12419;353;;Si;Discrecional;Normal;;;2022-05-18 00:00:00;2937200;1;therpasa;;Diésel
417;ESC0291;9551GRH;2009-10-20;2009-10-26;13;57;Escartin;WMAR33ZZ58C012384;55;0;55;0;;;No;MAN;TITANIUM;NOGE;;III;12.20;;13555;12416;353;;Si;Discrecional;Normal;;;2022-04-25 00:00:00;2801841;1;therpasa;560;Diésel
418;ESC0292;8417GRS;2009-11-13;2009-11-13;13;57;Escartin;ZCFA1AG0302536037;31;0;31;0;;;No;IVECO;SÉNECA;ANDECAR;;III;8.56;;7495;5880;160;;Si;Discrecional;Midibus;;;2022-04-12 00:00:00;2572200;1;therpasa;;Diésel
419;ESC0293;8115HBB;2010-12-23;2010-12-23;12;57;Escartin;YV3T2P428BA144275;59;0;59;0;;;No;VOLVO;XERUS;TATA HISPANO;;III;12.98;;13172;12800;310;EURO V;Si;Discrecional;Normal;;;2022-03-18 00:00:00;827890;1;therpasa;560;Diésel
420;ESC0294;9694HFR;2011-07-28;2011-07-28;11;57;Escartin;ZFA27000064299850;8;0;8;0;;;Si;PEUGEOT;SCUDO;FIAT;;;5.14;;1844;1997;88;EURO IV;No;Discrecional;Microbus;;;2022-03-25 00:00:00;2386414;1;therpasa;;Diésel
421;ESC0296;7380JBC;2014-11-11;2014-11-11;8;57;Escartin;WMARR4ZZ6EC019828;71;0;71;0;;;No;MAN;SC7;SUSUNDEGUI;;III;15.00;;15923;12419;353;EURO VI;Si;Discrecional;Normal;;;2022-04-25 00:00:00;329669;1;therpasa;560;Diésel
422;ESC0297;6847JHT;2015-09-01;2015-09-01;7;57;Escartin;WMARR2ZZ6FC020564;55;0;55;0;;;No;MAN;i6 12.35;IRIZAR;;III;12.20;;14;12419;353;EURO VI B;Si;Discrecional;Normal;;;2022-05-06 00:00:00;2322731;1;therpasa;560;Diésel
423;ESC0298;1071JVP;2016-12-20;2016-12-20;6;57;Escartin;WMARR2ZZXGC021914;59;0;59;0;;;No;MAN;TOURING;NOGE;;II;12.96;;13983;12419;324;EURO VI B;Si;Discrecional;Normal;;;2022-05-19 00:00:00;1175987;1;therpasa;560;Diésel
424;ESC0304;4866DJJ;2005-04-13;2005-04-13;17;57;Escartin;YV3R8G1215A104766;54;0;54;0;;;No;VOLVO;SIDERAL 2000;SUSUNDEGUI;;III;12.98;;13224;12130;309;;Si;Discrecional;Normal;;;2021-12-03 00:00:00;2180764;1;therpasa;;Diésel
425;ESC0305;2806GKT;2009-02-04;2009-02-04;13;57;Escartin;ZCFC65D0005770832;19;0;19;0;;;No;IVECO;WING;INDCAR;;II;7.72;;4720;2998;130;;Si;Discrecional;Microbus;;;2022-03-23 00:00:00;2557145;1;therpasa;;Diésel
426;ESC0306;3256GNL;2009-07-10;2009-07-10;13;57;Escartin;WDB9066331S339399;12;0;12;0;;;Si;MERCEDES BENZ;SPRINTER;MERCEDES BENZ;;;5.91;;2590;2148;110;EURO IV;Si;Discrecional;Microbus;;;2022-05-06 00:00:00;2323747;1;therpasa;;Diésel
427;ESC0307;0431JHV;2015-09-02;2015-09-02;7;57;Escartin;WV1ZZZ2EZE6032210;22;0;22;0;;;No;VOLKSWAGEN;VEGA;UNVI;M3;B;7.53;;3357;1968;120;EURO VI;Si;Discrecional;Microbus;;;2022-01-05 00:00:00;181336;1;therpasa;;Diésel
428;ESC0308;5038JRK;2016-07-08;2016-07-08;6;57;Escartin;WMARR2ZZ3GC021849;63;0;63;0;;;No;MAN;TOURING;NOGE;M3;II;13.20;;13069;12419;353;EURO VI B;Si;Discrecional;Normal;;;2021-06-18 00:00:00;2220668;1;therpasa;560;Diésel
429;ESC0309;8250JRZ;2016-08-02;2016-08-02;6;57;Escartin;VF1JL000255532497;9;0;9;0;;;Si;RENAULT;TRAFIC;RENAULT;M1;;5.00;;1807;1598;92;EURO VI;No;Discrecional;Microbus;;;2022-02-04 00:00:00;2083760;1;therpasa;;Diésel
430;ESC0310;3827JVN;2016-12-16;2016-12-16;6;57;Escartin;WDB9066571P318323;18;0;18;0;;;No;MERCEDES BENZ;SPRINTER;NOGE;M3;B;7.35;;3500;2143;120;EURO VI A;Si;Discrecional;Microbus;;;2022-03-18 00:00:00;1087249;1;therpasa;;Diésel
431;ESC0316;5925KSV;2019-01-09;2019-01-09;3;57;Escartin;WF0HXXTTGHHC69935;13;0;12;1;Si;;No;FORD;TRANSIT;INDUSAUTO;M2;B;6.70;;3362;2198;114;EURO VI A;Si;Discrecional;Microbus;USO GENERAL;;2022-01-05 00:00:00;48925;1;therpasa;560;Diésel
432;JAG0008;7653BZN;2002-09-23;2002-09-23;19;70;;VF6SFR11500000770;55;0;55;0;;;No;RENAULT;ATLAS;AYATS;;II;12.00;;12795;11116;280;;No;Discrecional;Normal;;;2021-02-09 00:00:00;2789478;1;therpasa;480 top;Diésel
433;JAG0010;0386CSG;2004-02-17;2004-02-17;18;70;J. Aguilar;ZGA7B2S000E001201;55;0;55;0;;;No;RENAULT;Pb;IRIZAR;;II;12.20;;13625;11116;317;;Si;Discrecional;Normal;;;2022-02-03 00:00:00;2807468;1;therpasa;480 top;Diésel
434;JAG0011;7966DGH;2005-02-11;2005-02-11;17;70;J. Aguilar;YV3R8G1235A102579;55;0;55;0;;;No;VOLVO;Pb;IRIZAR;;II;12.20;;13624;12130;309;;Si;Discrecional;Normal;;;2022-04-06 00:00:00;2748581;1;therpasa;480 top;Diésel
435;JAG0013;3408FVK;2007-09-04;2007-09-04;15;70;J. Aguilar;ZGA7B2R000E000130;55;0;55;0;;;No;IVECO;Pb;IRIZAR;;III;12.20;;13463;10308;279;EURO V;Si;Discrecional;Normal;;;2022-05-04 00:00:00;2698489;1;therpasa;480 top;Diésel
436;JAG0015;1143GDC;2008-04-28;2008-04-28;14;70;J. Aguilar;ZCFA1AG0302512424;31;0;31;0;;;No;IVECO;SÉNECA;ANDECAR;;III;8.46;;7580;5880;160;;Si;Discrecional;Midibus;;;2022-05-20 00:00:00;1665678;1;therpasa;480 top;Diésel
437;JAG0016;4660GHJ;2008-09-05;2008-09-05;14;70;J. Aguilar;ZGA7B2R000E000485;55;0;55;0;;;No;IVECO;CENTURY;IRIZAR;;III;12.00;;13229;10308;279;;Si;Discrecional;Normal;;;2022-04-07 00:00:00;2605666;1;therpasa;480 top;Diésel
438;JAG0017;2227GZF;2010-10-26;2010-10-26;12;70;J. Aguilar;YV3S5P724BA144269;41;0;35;6;Si;;No;VOLVO;CENTURY;IRIZAR;;III;12.85;;13740;9365;280;EURO V;Si;Discrecional;Normal;;;2022-04-26 00:00:00;2412020;1;therpasa;480 top;Diésel
439;JAG0018;6781HMZ;2012-11-28;2012-11-28;10;70;J. Aguilar;WF03XXTTG3CS78181;8;0;8;0;Alqui;;Si;FORD;TOURNEO;FORD;M1;;4.97;;2066;2198;92;EURO V;;Turismo;VTC;;;2021-12-28 00:00:00;1111710;1;therpasa;480 top;Diésel
440;JAG0019;2010JTC;2016-10-05;2016-10-05;6;70;J. Aguilar;WMARR2ZZ0GC022134;49;0;47;2;No;;No;MAN;i6 13.37;IRIZAR;M3;III;12.92;;14112;12419;324;EURO VI;Si;Discrecional;Normal;;;2022-04-19 00:00:00;1189677;1;therpasa;560;Diésel
441;JAG0200;4436CSZ;2004-03-11;2004-03-11;18;70;J. Aguilar;ZGA7B2P000E001265;55;0;55;0;;;No;IVECO;Pb;IRIZAR;;II;12.92;;13168;7790;259;;Si;Discrecional;Normal;;;2022-04-25 00:00:00;2371028;1;therpasa;;Diésel
442;JAG0217;7935FKF;2007-01-05;2007-01-05;15;70;J. Aguilar;YV3R8G1247A117742;55;0;55;0;;;No;VOLVO;TOURING;NOGE;;II;12.85;;13310;12130;309;EURO III;Si;Discrecional;Normal;;;2022-05-20 00:00:00;7064500;1;therpasa;480 top;Diésel
443;JAG0318;7681KTX;2019-02-27;2019-02-27;3;70;J. Aguilar;VS916AD00J1016234;55;0;55;0;;;Si;DAF;i6 13.37;IRIZAR;M3;III;12.92;;13586;10837;320;EURO VI C;Si;Discrecional;Normal;USO GENERAL;;2022-02-11 00:00:00;259105;1;therpasa;;Diésel
444;THP0195;4249CSZ;2004-03-11;2004-03-11;18;67;Therpasa;ZGA7B2P000E001267;55;0;55;0;;;No;IVECO;TOURING;NOGE;;II;13.00;;13210;7790;259;;Si;Discrecional;Normal;;;2022-03-14 00:00:00;2614537;1;therpasa;480 top;Diésel
445;THP0196;4372CSZ;2004-03-11;2004-03-11;18;67;Therpasa;ZGA7B2P000E001264;55;0;55;0;;;No;IVECO;TOURING;NOGE;;II;13.00;;13210;7790;259;;Si;Discrecional;Normal;;;2022-04-07 00:00:00;3545000;1;therpasa;480 top;Diésel
446;THP0199;4324CSZ;2004-03-11;2004-03-11;18;67;Therpasa;ZGA7B2S000E001121;55;0;55;0;;;No;IVECO;Pb;IRIZAR;;II;12.92;;13597;11116;317;;Si;Discrecional;Normal;;;2022-05-23 00:00:00;18329300;1;therpasa;;Diésel
447;THP0203;6884DHB;2005-03-04;2005-03-04;17;67;Therpasa;ZGA7B2P000E001529;55;0;55;0;;;No;IVECO;DIVO INTERCITY;TATA HISPANO;;II;12.80;;12680;7790;260;;Si;Discrecional;Normal;;;2022-05-16 00:00:00;2058208;1;therpasa;;Diésel
448;THP0208;0168DYX;2006-04-28;2006-04-28;16;67;Therpasa;ZGA7B2S000E001867;55;0;55;0;;;No;RENAULT;DIVO;TATA HISPANO;;;12.80;;13050;11116;317;;Si;Discrecional;Normal;;;2022-05-20 00:00:00;107136980;1;therpasa;480 top;Diésel
449;THP0209;6791DYG;2006-04-07;2006-04-07;16;67;Therpasa;ZGA7B2S100E002860;55;0;55;0;;;No;IVECO;DIVO;TATA HISPANO;M3;;12.80;;13873;10308;316;;Si;Discrecional;Normal;;;2022-04-26 00:00:00;10676500;1;therpasa;480 top;Diésel
450;THP0210;6546DYG;2006-04-07;2006-04-07;16;67;Therpasa;ZGA7B2S100E002866;55;0;55;0;;;No;IVECO;DIVO;TATA HISPANO;M3;II;12.80;;13876;10308;316;;Si;Discrecional;Normal;;;2022-05-18 00:00:00;189692900;1;therpasa;480 top;Diésel
451;THP0211;6692DYG;2006-04-07;2006-04-07;16;67;Therpasa;ZCFA1AF1202466027;30;0;30;0;;;No;IVECO;MAGO 2;INDCAR;;III;8.85;;6780;5880;154;;Si;Discrecional;Midibus;;;2022-05-04 00:00:00;157244900;1;therpasa;480 top;Diésel
452;THP0212;8269DYG;2006-04-07;2006-04-07;16;67;Therpasa;ZCFA1AF1202474167;30;0;30;0;;;No;IVECO;MAGO 2;INDCAR;;II;8.85;;6780;5880;154;;Si;Discrecional;Midibus;;;2022-01-03 00:00:00;2710800;1;therpasa;480 top;Diésel
453;THP0216;7825FKF;2007-01-05;2007-01-05;15;67;Therpasa;ZGA7B2P000E003051;55;0;55;0;;;No;IVECO;DIVO;TATA HISPANO;;III;12.80;;13197;7790;259;;Si;Discrecional;Normal;;;2022-05-23 00:00:00;55325816;1;therpasa;480 top;Diésel
454;THP0223;8363FDN;2006-07-31;2006-07-31;16;67;Therpasa;W0L0XCF2563061531;2;0;2;0;;;;OPEL;Combo C.VAN;OPEL;;;;;;;;;;TURISMO;2;;;2021-09-03 00:00:00;2190241;1;therpasa;;
455;THP0225;0560FWF;2007-10-03;2007-10-03;15;67;Therpasa;WDB9061551N336078;16;0;16;0;;;Si;MERCEDES BENZ;SPRINTER;MERCEDES BENZ;;;7.38;;3520;2937;135;;Si;Discrecional;Microbus;;;2022-03-22 00:00:00;2511000;1;therpasa;480 top;Diésel
456;THP0226;7540CXM;2004-06-25;2004-06-25;18;67;Therpasa;W0L0XCF2543019718;2;0;2;0;;;;OPEL;Combo C.VAN;OPEL;;;;;;;;;;TURISMO;2;;;2020-09-18 00:00:00;2334138;1;therpasa;;
457;THP0227;9179GHN;2008-09-23;2008-09-23;14;67;Therpasa;YV3S5M1228A124747;55;0;55;0;;;No;VOLVO;CENTURY;IRIZAR;;;12.00;;13012;9365;286;;Si;Discrecional;Normal;;;2022-04-19 00:00:00;112082440;1;therpasa;480 top;Diésel
458;THP0228;9200GHN;2008-09-23;2008-09-23;14;67;Therpasa;YV3S5M1278A125506;55;0;55;0;;;No;VOLVO;CENTURY;IRIZAR;;;12.00;;13012;9365;286;;Si;Discrecional;Normal;;;2022-05-04 00:00:00;8280000;1;therpasa;480 top;Diésel
459;THP0229;9149GHN;2008-09-23;2008-09-23;14;67;Therpasa;YV3S5M1238A124255;55;0;55;0;;;No;VOLVO;CENTURY;IRIZAR;;;12.00;;13012;9365;286;;Si;Discrecional;Normal;;;2022-04-20 00:00:00;4222900;1;therpasa;480 top;Diésel
460;THP0230;6374GHK;2008-09-11;2008-09-11;14;67;Therpasa;YV3R8L3238A128349;32;0;32;0;;;No;VOLVO;TITANIUM;NOGE;;III;13.98;;16125;12130;338;;Si;Discrecional;Normal;;;2022-03-23 00:00:00;2711053;1;therpasa;480 top;Diésel
461;THP0239;3977DDN;2004-12-15;2004-12-15;18;67;Therpasa;VF3ZCPMMC17454967;13;0;13;0;;;Si;PEUGEOT;BOX MBUS;PEUGEOT;;;5.60;;2495;2798;94;;Si;Discrecional;Microbus;;;2022-04-26 00:00:00;401449;1;therpasa;;Diésel
462;THP0240;8924GYW;2010-09-30;2010-09-30;12;67;Therpasa;YV3S5P728AA141390;55;0;55;0;;;No;VOLVO;CENTURY;IRIZAR;;;12.85;;13240;9365;280;;Si;Discrecional;Normal;;;2022-04-19 00:00:00;2989000;1;therpasa;480 top;Diésel
463;THP0241;1592GYZ;2010-10-08;2010-10-08;12;67;Therpasa;YV3S5P728AA142118;55;0;55;0;;;No;VOLVO;CENTURY;IRIZAR;;;12.85;;13240;9365;280;;Si;Discrecional;Normal;;;2022-03-28 00:00:00;2036699;1;therpasa;480 top;Diésel
464;THP0242;9032GYW;2010-09-30;2010-09-30;12;67;Therpasa;YV3S5P72XAA142122;55;0;55;0;;;No;VOLVO;CENTURY;IRIZAR;;;12.85;;13240;9365;280;;Si;Discrecional;Normal;;;2022-03-09 00:00:00;89195711;1;therpasa;480 top;Diésel
465;THP0245;0563HGD;2011-09-05;2011-09-05;11;67;Therpasa;YV3T2P529BA148754;55;0;55;0;;;No;VOLVO;i6;IRIZAR;;;12.92;;13450;9365;280;;Si;Discrecional;Normal;;;2022-04-12 00:00:00;2802500;1;therpasa;480 top;Diésel
466;THP0246;0605HGD;2011-09-05;2011-09-05;11;67;Therpasa;YV3S5P727BA150423;55;0;55;0;;;No;VOLVO;i6;IRIZAR;;;12.92;;13450;9365;280;;Si;Discrecional;Normal;;;2022-05-03 00:00:00;169094000;1;therpasa;;Diésel
467;THP0247;0593HGD;2011-09-05;2011-09-05;11;67;Therpasa;YV3S5P725BA150422;55;0;55;0;;;No;VOLVO;i6;IRIZAR;;;12.92;;13450;9365;280;;Si;Discrecional;Normal;;;2022-05-18 00:00:00;2104507;1;therpasa;480 top;Diésel
468;THP0248;6180HGH;2011-09-22;2011-09-22;11;67;Therpasa;YV3T2P526BA151580;71;0;71;0;;;No;VOLVO;i6;IRIZAR;;;14.98;;16960;12800;340;;Si;Discrecional;Normal;;;2022-05-20 00:00:00;667000;1;therpasa;md-one;Diésel
469;THP0249;2102DHD;2005-03-08;2005-03-08;17;67;Therpasa;YV3S5J1225A103875;55;0;55;0;;;No;VOLVO;TOURING;NOGE;;III;12.00;;13190;9364;250;;Si;Discrecional;Normal;;;2022-05-23 00:00:00;2799000;1;therpasa;480 top;Diésel
470;THP0252;1004HGW;2011-10-28;2011-10-28;11;67;Therpasa;NLRTMLA20BA001529;58;32;25;1;Si;;No;MAN;VECTIO;OTOKAR;;I;9.17;;7907;6871;184;;Si;Urbano;Midibus;;;2022-05-10 00:00:00;2245200;1;therpasa;480 top;Diésel
471;THP0253;5534HHN;2011-12-22;2011-12-22;11;67;Therpasa;VF3YEHMMC12031865;15;0;15;0;;;Si;PEUGEOT;BOX MBUS;PEUGEOT;;;6.36;;2775;2999;115;;Si;Discrecional;Microbus;;;2022-04-29 00:00:00;2245136;1;therpasa;;Diésel
472;THP0254;6876HPR;2013-04-11;2013-04-11;9;67;Therpasa;YV3T2P422CA155712;55;0;55;0;;;No;VOLVO;i6 13.35;IRIZAR;M3;II;12.92;;14239;12777;315;;Si;Discrecional;Normal;;;2022-04-22 00:00:00;2546974;1;therpasa;560;Diésel
473;THP0256;2839HSY;2013-09-29;2013-09-27;9;67;Therpasa;ZCFC70C1105945700;28;0;28;0;Si;;No;IVECO;SUNRISE;FERQUI;M3;III;8.47;;5172;2998;125;EURO V +EEV;Si;Discrecional;Midibus;;;2022-03-23 00:00:00;2141681;1;therpasa;;Diésel
474;THP0257;8394HTY;2013-12-17;2013-12-17;9;67;Therpasa;VNESFR1600M015384;41;0;41;0;;;Si;IVECO;ARWAY;IVECO;M3;III;10.65;;11228;7790;243;;Si;Interurbano;Midibus;;;2022-03-24 00:00:00;2577770;1;therpasa;480 top;Diésel
475;THP0258;5492GJC;2008-10-22;2008-10-22;14;67;Therpasa;WF0DXXTTFD8C05910;13;0;13;0;;;Si;FORD;TRANSIT;FORD;;;5.91;;2213;2402;85;;Si;Discrecional;Microbus;;;2022-03-28 00:00:00;1138656;1;therpasa;;Diésel
476;THP0259;9563HWH;2014-03-26;2014-03-26;8;67;Therpasa;YV3T2T127EA166155;55;0;55;0;;;No;VOLVO;i6 13.35;IRIZAR;M3;III;12.92;;13764;10837;338;EURO V;Si;Discrecional;Normal;;;2022-03-29 00:00:00;2462000;1;therpasa;560;Diésel
